fold,indice_original,categoria_real,categoria_predicha,segunda_categoria,prediccion_correcta,puntuacion_ganadora,puntuacion_segunda,margen_decision,word_features_activas,char_features_activas,features_activas_total,estado_operacional,motivo_operacional
1,1743,frontend,frontend,cloud,True,1.2708289001852056,-1.2578210885368777,2.5286499887220835,32,306,338,aceptada,Predicción con evidencia suficiente.
1,1734,datascience,datascience,backend,True,0.9004175724118794,-0.780899667920657,1.6813172403325365,26,197,223,aceptada,Predicción con evidencia suficiente.
1,1263,datascience,backend,datascience,False,0.42290565249726775,-0.57772036416745,1.0006260166647176,31,314,345,aceptada,Predicción con evidencia suficiente.
1,244,datascience,datascience,frontend,True,0.20921162714919406,-0.550406376307885,0.7596180034570791,29,351,380,aceptada,Predicción con evidencia suficiente.
1,2422,cloud,cloud,backend,True,0.9435335013483596,-0.5975595729141006,1.5410930742624602,26,339,365,aceptada,Predicción con evidencia suficiente.
1,165,frontend,frontend,backend,True,1.7387948370662658,-1.207061660377849,2.945856497444115,11,227,238,aceptada,Predicción con evidencia suficiente.
1,248,frontend,frontend,backend,True,0.851339917760539,-1.025794890836929,1.877134808597468,11,212,223,aceptada,Predicción con evidencia suficiente.
1,903,cloud,datascience,cloud,False,-0.17898582265867258,-0.4621924041169322,0.2832065814582596,27,307,334,revision,Margen de decisión reducido.
1,2972,datascience,datascience,backend,True,1.5317273154072675,-1.3923364789648114,2.9240637943720786,21,255,276,aceptada,Predicción con evidencia suficiente.
1,3065,datascience,frontend,cloud,False,-0.2502221326041134,-0.597811583197666,0.3475894505935526,26,393,419,revision,Margen de decisión reducido.
1,2074,datascience,datascience,frontend,True,0.5420214068645294,-0.6281456633177251,1.1701670701822544,23,282,305,aceptada,Predicción con evidencia suficiente.
1,3807,cloud,cloud,backend,True,0.5212296753842397,-0.2802089350569103,0.80143861044115,21,295,316,aceptada,Predicción con evidencia suficiente.
1,2067,frontend,backend,frontend,False,0.15084261243581787,-0.31239218050005935,0.4632347929358772,26,288,314,revision,Margen de decisión reducido.
1,2731,backend,frontend,backend,False,0.24129742708817492,-0.2851786302441063,0.5264760573322812,40,454,494,revision,Margen de decisión reducido.
1,1974,frontend,frontend,backend,True,1.1722766013352108,0.28025628954215,0.8920203117930608,16,166,182,aceptada,Predicción con evidencia suficiente.
1,1688,frontend,backend,frontend,False,0.3638358402299343,-0.031075137998283098,0.3949109782282174,10,198,208,revision,Margen de decisión reducido.
1,1201,cloud,cloud,datascience,True,0.24320546934698883,-0.6001524627595201,0.8433579321065089,29,320,349,aceptada,Predicción con evidencia suficiente.
1,2416,datascience,datascience,frontend,True,0.5433474615670383,-0.8372559230998287,1.380603384666867,26,359,385,aceptada,Predicción con evidencia suficiente.
1,4354,frontend,backend,frontend,False,0.058952526326261245,-0.10530367043876349,0.16425619676502473,35,337,372,revision,Margen de decisión reducido.
1,1323,datascience,datascience,frontend,True,1.671508852106801,-1.2776486776752192,2.94915752978202,23,221,244,aceptada,Predicción con evidencia suficiente.
1,1306,datascience,datascience,backend,True,1.2988988344815158,-1.2719167027419305,2.5708155372234462,25,258,283,aceptada,Predicción con evidencia suficiente.
1,2312,frontend,frontend,backend,True,0.6850500022377888,-0.8187370158665881,1.5037870181043769,21,408,429,aceptada,Predicción con evidencia suficiente.
1,1827,frontend,datascience,frontend,False,-0.20733206149855576,-0.28868214825842076,0.08135008675986499,17,171,188,revision,Margen de decisión reducido.
1,2733,backend,backend,frontend,True,0.41078192575672545,-0.5676891462289454,0.9784710719856708,28,269,297,aceptada,Predicción con evidencia suficiente.
1,4232,backend,backend,datascience,True,1.9887081985721338,-1.7010814887115706,3.6897896872837044,39,298,337,aceptada,Predicción con evidencia suficiente.
1,686,backend,backend,cloud,True,0.014789325108388818,-0.6570110519020339,0.6718003770104227,12,194,206,aceptada,Predicción con evidencia suficiente.
1,884,datascience,datascience,frontend,True,1.2071957292460849,-1.1563763168295043,2.363572046075589,33,317,350,aceptada,Predicción con evidencia suficiente.
1,856,cloud,cloud,backend,True,1.2319882829053919,-0.9601465205870933,2.1921348034924852,32,235,267,aceptada,Predicción con evidencia suficiente.
1,2851,datascience,datascience,backend,True,1.603236938507139,-1.2943909206020652,2.897627859109204,21,211,232,aceptada,Predicción con evidencia suficiente.
1,3670,frontend,backend,frontend,False,0.074531011645115,0.06652160127331469,0.008009410371800307,11,196,207,revision,Margen de decisión reducido.
1,963,cloud,cloud,frontend,True,2.5475174945491483,-0.9380470257398317,3.48556452028898,35,262,297,aceptada,Predicción con evidencia suficiente.
1,3689,backend,backend,frontend,True,0.7271387510028836,-0.20738447012314282,0.9345232211260264,37,344,381,aceptada,Predicción con evidencia suficiente.
1,2836,frontend,frontend,cloud,True,1.2468172751080666,-1.3168600644078563,2.563677339515923,46,370,416,aceptada,Predicción con evidencia suficiente.
1,934,frontend,frontend,datascience,True,0.9897671556608414,-1.0594725738017425,2.0492397294625837,7,192,199,aceptada,Predicción con evidencia suficiente.
1,2808,frontend,frontend,datascience,True,1.034480649842632,-0.7803697986277512,1.8148504484703833,32,253,285,aceptada,Predicción con evidencia suficiente.
1,1807,backend,backend,cloud,True,0.522166440154436,-0.5610047807261049,1.083171220880541,38,496,534,aceptada,Predicción con evidencia suficiente.
1,1675,backend,backend,frontend,True,0.2401712775451803,0.04417282247062532,0.195998455074555,39,339,378,revision,Margen de decisión reducido.
1,717,cloud,cloud,frontend,True,0.24806364345917753,-0.6530736022765581,0.9011372457357356,25,247,272,aceptada,Predicción con evidencia suficiente.
1,3942,cloud,cloud,frontend,True,1.7143914671992682,-1.1587635311933675,2.8731549983926357,15,175,190,aceptada,Predicción con evidencia suficiente.
1,3206,backend,backend,frontend,True,0.2440858005844001,-0.5655018962294365,0.8095876968138366,33,355,388,aceptada,Predicción con evidencia suficiente.
1,2190,frontend,frontend,cloud,True,0.5777418864166558,-0.6970111278432722,1.274753014259928,13,175,188,aceptada,Predicción con evidencia suficiente.
1,4231,datascience,datascience,cloud,True,1.8925810293254672,-1.374417232376831,3.266998261702298,27,276,303,aceptada,Predicción con evidencia suficiente.
1,287,cloud,cloud,backend,True,0.3808279115056531,-0.345389680478118,0.7262175919837711,17,266,283,aceptada,Predicción con evidencia suficiente.
1,1818,frontend,frontend,datascience,True,1.764870516683217,-1.319572130470645,3.084442647153862,34,295,329,aceptada,Predicción con evidencia suficiente.
1,1268,backend,backend,frontend,True,1.7604664115728133,-1.0162140416669305,2.7766804532397438,21,192,213,aceptada,Predicción con evidencia suficiente.
1,1255,backend,backend,frontend,True,0.7826406030565046,-0.9887964082109493,1.7714370112674538,25,324,349,aceptada,Predicción con evidencia suficiente.
1,2196,cloud,cloud,datascience,True,1.3319814477261,-1.2383298834357777,2.5703113311618777,9,134,143,revision,Cobertura reducida de características.
1,2249,frontend,frontend,cloud,True,0.630611116637042,-0.5864669480362252,1.217078064673267,37,263,300,aceptada,Predicción con evidencia suficiente.
1,4353,cloud,cloud,backend,True,-0.20336037843410948,-0.4031455678260476,0.19978518939193812,21,384,405,revision,Margen de decisión reducido.
1,1621,datascience,datascience,frontend,True,1.4692356465798304,-1.1669647896903774,2.636200436270208,27,223,250,aceptada,Predicción con evidencia suficiente.
1,506,frontend,backend,frontend,False,0.5071523779084354,-0.4492055743578204,0.9563579522662558,11,340,351,aceptada,Predicción con evidencia suficiente.
1,978,datascience,backend,frontend,False,-0.151925766819066,-0.5785092110379859,0.4265834442189199,12,257,269,revision,Margen de decisión reducido.
1,730,datascience,cloud,datascience,False,0.8217539148548066,0.2324306826368222,0.5893232322179844,36,354,390,revision,Margen de decisión reducido.
1,2724,backend,backend,datascience,True,2.2345837302868174,-1.546034419156297,3.7806181494431144,39,311,350,aceptada,Predicción con evidencia suficiente.
1,5,backend,backend,frontend,True,-0.13296050863196218,-0.47227912200129163,0.33931861336932945,26,293,319,revision,Margen de decisión reducido.
1,3089,datascience,datascience,frontend,True,1.4064728272696696,-1.1937322451554908,2.6002050724251604,20,266,286,aceptada,Predicción con evidencia suficiente.
1,3303,frontend,frontend,cloud,True,0.6618357030400218,-0.8467973151209851,1.508633018161007,29,354,383,aceptada,Predicción con evidencia suficiente.
1,4523,cloud,cloud,backend,True,1.1889519169608338,-1.0420583089651565,2.2310102259259903,27,194,221,aceptada,Predicción con evidencia suficiente.
1,3357,datascience,backend,frontend,False,-0.07145638890081307,-0.3105641398270252,0.23910775092621211,22,306,328,revision,Margen de decisión reducido.
1,1700,cloud,cloud,frontend,True,1.2079534890568708,-1.0201397544478243,2.228093243504695,54,640,694,aceptada,Predicción con evidencia suficiente.
1,1380,frontend,frontend,backend,True,2.2070821774762193,-0.9432238456565567,3.150306023132776,14,274,288,aceptada,Predicción con evidencia suficiente.
1,2023,cloud,cloud,frontend,True,0.7288111481221679,-1.03870256344908,1.7675137115712478,28,222,250,aceptada,Predicción con evidencia suficiente.
1,1035,backend,backend,datascience,True,1.4730528444401942,-0.9422713448725869,2.415324189312781,35,349,384,aceptada,Predicción con evidencia suficiente.
1,3256,datascience,datascience,cloud,True,0.09085184208798613,-0.5888736649807129,0.679725507068699,20,274,294,aceptada,Predicción con evidencia suficiente.
1,130,frontend,frontend,backend,True,1.514260616457287,-0.9378270475519528,2.4520876640092397,22,312,334,aceptada,Predicción con evidencia suficiente.
1,3275,frontend,frontend,backend,True,0.7410406690521474,-0.8656474536956857,1.6066881227478331,29,327,356,aceptada,Predicción con evidencia suficiente.
1,621,frontend,frontend,backend,True,0.7536453548157112,-0.9927014317102167,1.746346786525928,29,270,299,aceptada,Predicción con evidencia suficiente.
1,4260,cloud,cloud,frontend,True,0.34791827321410984,-0.41513788895725023,0.7630561621713601,21,294,315,aceptada,Predicción con evidencia suficiente.
1,256,frontend,frontend,cloud,True,0.4643131491687079,-0.8899802252368243,1.354293374405532,14,183,197,aceptada,Predicción con evidencia suficiente.
1,2644,cloud,cloud,frontend,True,1.3437004238447514,-1.399389392917769,2.74308981676252,22,385,407,aceptada,Predicción con evidencia suficiente.
1,1243,datascience,datascience,cloud,True,0.7008043375548557,-0.4980887851294893,1.198893122684345,22,275,297,aceptada,Predicción con evidencia suficiente.
1,3594,cloud,cloud,backend,True,0.7685282940372818,-1.0613014709756543,1.8298297650129363,30,299,329,aceptada,Predicción con evidencia suficiente.
1,252,backend,backend,cloud,True,0.39530315263536087,-0.6005855987137004,0.9958887513490613,34,391,425,aceptada,Predicción con evidencia suficiente.
1,481,frontend,frontend,datascience,True,1.270533791045114,-1.1357631848960072,2.406296975941121,26,291,317,aceptada,Predicción con evidencia suficiente.
1,1195,datascience,datascience,frontend,True,1.1222221862407236,-1.1898446132015679,2.3120667994422917,26,212,238,aceptada,Predicción con evidencia suficiente.
1,2863,cloud,cloud,backend,True,0.8465506630408216,-0.590701929814689,1.4372525928555107,23,227,250,aceptada,Predicción con evidencia suficiente.
1,1099,backend,backend,frontend,True,0.4321603769923702,-0.7005881806932984,1.1327485576856686,29,302,331,aceptada,Predicción con evidencia suficiente.
1,4546,frontend,frontend,datascience,True,3.1118193863336012,-1.7804146619574597,4.892234048291061,13,180,193,aceptada,Predicción con evidencia suficiente.
1,2577,cloud,cloud,datascience,True,1.6103068113544654,-1.247151093481813,2.8574579048362785,51,259,310,aceptada,Predicción con evidencia suficiente.
1,4203,cloud,cloud,backend,True,0.1398619918279066,-0.5762028796584695,0.7160648714863761,31,371,402,aceptada,Predicción con evidencia suficiente.
1,4547,backend,backend,frontend,True,0.722774816741652,-0.7195461999378444,1.4423210166794964,31,365,396,aceptada,Predicción con evidencia suficiente.
1,2709,datascience,backend,datascience,False,0.042072399669198624,-0.8066107667702411,0.8486831664394398,20,239,259,aceptada,Predicción con evidencia suficiente.
1,914,backend,backend,frontend,True,1.3716592029149477,-1.0065517532000285,2.3782109561149762,22,274,296,aceptada,Predicción con evidencia suficiente.
1,2385,frontend,backend,frontend,False,0.2674851254978169,-0.028533945958383655,0.29601907145620054,32,242,274,revision,Margen de decisión reducido.
1,2829,backend,backend,frontend,True,1.6005573254135124,-1.1939410877045207,2.794498413118033,24,217,241,aceptada,Predicción con evidencia suficiente.
1,690,cloud,cloud,datascience,True,0.0750010866498797,-0.052005859596508164,0.12700694624638786,28,325,353,revision,Margen de decisión reducido.
1,1321,datascience,datascience,cloud,True,0.6627629091789221,-0.931487435259283,1.5942503444382052,28,352,380,aceptada,Predicción con evidencia suficiente.
1,786,cloud,cloud,frontend,True,1.254806919738515,-1.2122342047661985,2.4670411245047132,29,162,191,aceptada,Predicción con evidencia suficiente.
1,1901,backend,backend,cloud,True,1.0620048195467726,-0.9915673028999465,2.0535721224467194,23,318,341,aceptada,Predicción con evidencia suficiente.
1,197,datascience,datascience,frontend,True,1.1871212636241495,-1.2406825228453822,2.4278037864695317,39,359,398,aceptada,Predicción con evidencia suficiente.
1,437,cloud,cloud,frontend,True,1.3187914757290367,-0.8058722884065189,2.1246637641355557,26,297,323,aceptada,Predicción con evidencia suficiente.
1,4424,datascience,datascience,frontend,True,1.1104677926870719,-1.1122310729308227,2.2226988656178945,24,212,236,aceptada,Predicción con evidencia suficiente.
1,229,cloud,backend,cloud,False,0.13389199662803764,0.009424272195391992,0.12446772443264564,27,297,324,revision,Margen de decisión reducido.
1,2848,backend,backend,cloud,True,0.8706884051377518,-0.7410731112518295,1.6117615163895813,24,401,425,aceptada,Predicción con evidencia suficiente.
1,1385,frontend,frontend,cloud,True,0.7377050323048335,-0.8056175450578802,1.5433225773627137,28,209,237,aceptada,Predicción con evidencia suficiente.
1,966,datascience,datascience,backend,True,1.5804483720182203,-1.3627765646923993,2.9432249367106196,21,255,276,aceptada,Predicción con evidencia suficiente.
1,496,backend,backend,cloud,True,0.3342293986625956,-0.7924421956907225,1.126671594353318,19,202,221,aceptada,Predicción con evidencia suficiente.
1,1382,frontend,frontend,backend,True,2.010853923033281,-1.293944965306431,3.304798888339712,33,363,396,aceptada,Predicción con evidencia suficiente.
1,447,frontend,frontend,backend,True,1.0185394692159724,-1.0802738821116464,2.098813351327619,21,299,320,aceptada,Predicción con evidencia suficiente.
1,3648,backend,backend,datascience,True,0.20067730044152043,-0.5378782043345746,0.738555504776095,25,257,282,aceptada,Predicción con evidencia suficiente.
1,2061,datascience,datascience,frontend,True,1.5254459075864548,-1.2881781942317572,2.813624101818212,37,330,367,aceptada,Predicción con evidencia suficiente.
1,2783,datascience,datascience,backend,True,1.4513961843689938,-1.2361741908460346,2.6875703752150284,39,369,408,aceptada,Predicción con evidencia suficiente.
1,1550,frontend,frontend,backend,True,-0.14701068575258505,-0.39861228025036016,0.2516015944977751,15,164,179,revision,Margen de decisión reducido.
1,3446,backend,backend,cloud,True,1.0463889582946089,-0.4400328099786224,1.4864217682732312,7,175,182,aceptada,Predicción con evidencia suficiente.
1,1279,frontend,frontend,backend,True,2.9265051368891255,-2.001848239486301,4.928353376375426,14,193,207,aceptada,Predicción con evidencia suficiente.
1,1584,backend,backend,frontend,True,0.7740929356348766,-0.7547686757431877,1.5288616113780642,34,238,272,aceptada,Predicción con evidencia suficiente.
1,4331,backend,frontend,backend,False,-0.010896049378366135,-0.28710110194674526,0.27620505256837913,14,217,231,revision,Margen de decisión reducido.
1,3792,datascience,datascience,backend,True,-0.003872982159330185,-0.44243443481727446,0.4385614526579443,30,262,292,revision,Margen de decisión reducido.
1,102,backend,backend,frontend,True,0.8083341309277609,-0.598229297109268,1.4065634280370287,19,216,235,aceptada,Predicción con evidencia suficiente.
1,3661,datascience,datascience,backend,True,1.8156192170427756,-1.2304418207123464,3.046061037755122,37,447,484,aceptada,Predicción con evidencia suficiente.
1,3872,frontend,frontend,datascience,True,0.4970622540799985,-0.6564484077860032,1.1535106618660018,15,192,207,aceptada,Predicción con evidencia suficiente.
1,3124,frontend,frontend,backend,True,1.112879511763819,-1.247974838623293,2.360854350387112,30,246,276,aceptada,Predicción con evidencia suficiente.
1,1663,frontend,frontend,backend,True,0.413855536532605,-0.45365749615089723,0.8675130326835022,37,395,432,aceptada,Predicción con evidencia suficiente.
1,2290,cloud,cloud,backend,True,0.22613527829425573,-0.3039369650834351,0.5300722433776908,25,417,442,revision,Margen de decisión reducido.
1,237,datascience,datascience,frontend,True,0.6256608908142606,-0.7904428423165057,1.4161037331307664,23,214,237,aceptada,Predicción con evidencia suficiente.
1,1335,backend,backend,frontend,True,-0.06795617376497087,-0.46987611144715846,0.4019199376821876,22,190,212,revision,Margen de decisión reducido.
1,2755,cloud,backend,cloud,False,-0.1238038155940977,-0.46856984109915867,0.34476602550506097,23,469,492,revision,Margen de decisión reducido.
1,4508,cloud,datascience,cloud,False,0.284863639781317,-0.6729630600915328,0.9578266998728499,15,189,204,aceptada,Predicción con evidencia suficiente.
1,8,frontend,cloud,frontend,False,-0.2796577328596226,-0.4403498886854389,0.1606921558258163,16,203,219,revision,Margen de decisión reducido.
1,2309,cloud,cloud,backend,True,0.4442489938677755,-0.786741473475487,1.2309904673432626,10,233,243,aceptada,Predicción con evidencia suficiente.
1,2463,datascience,datascience,frontend,True,1.6838716785131718,-1.018788237605625,2.7026599161187965,34,292,326,aceptada,Predicción con evidencia suficiente.
1,2256,backend,backend,datascience,True,0.3159230891567383,-0.5996371194820638,0.915560208638802,22,244,266,aceptada,Predicción con evidencia suficiente.
1,4219,backend,cloud,frontend,False,0.838890621947966,-1.043782457711146,1.8826730796591122,17,222,239,aceptada,Predicción con evidencia suficiente.
1,1963,cloud,cloud,backend,True,0.5332334354220799,-0.6402256746226449,1.1734591100447247,24,272,296,aceptada,Predicción con evidencia suficiente.
1,495,backend,backend,frontend,True,0.1460174745912317,-0.3292548793342486,0.4752723539254803,28,226,254,revision,Margen de decisión reducido.
1,3301,frontend,frontend,backend,True,-0.19139700614822325,-0.2157767087676934,0.024379702619470145,31,262,293,revision,Margen de decisión reducido.
1,687,datascience,backend,cloud,False,-0.10738728941510112,-0.5015064851965594,0.39411919578145826,26,245,271,revision,Margen de decisión reducido.
1,3450,frontend,frontend,cloud,True,0.7150159203068283,-0.8761861393461836,1.5912020596530119,37,525,562,aceptada,Predicción con evidencia suficiente.
1,330,backend,backend,datascience,True,0.08012019524305503,-0.32885332499498754,0.40897352023804256,25,224,249,revision,Margen de decisión reducido.
